grid_id,grid_row,grid_column,cell_area_m2,cell_area_km2,image_count,eligible_street_length_m,covered_street_length_m,uncovered_street_length_m,street_coverage_pct,image_density_per_km2,images_per_km_street,uncovered_street_km_per_km2,centroid_lon,centroid_lat
G0613,6,13,65953.81888640233,0.06595381888640232,328,1033.8803341727985,1033.8803341727985,0.0,100.0,4973.176770323813,317.25141600882745,0.0,28.986791669809453,41.010188671954765
G0702,7,2,183600.42684515452,0.1836004268451545,387,4530.383592497747,1091.0107387681744,3439.372853729572,24.08208303983074,2107.8382368162424,85.42323008604983,18.732924061392737,28.924440086543434,41.01529471097084
G0703,7,3,250000.0,0.25,1621,6817.082477273064,3443.0279459798676,3374.0545312931963,50.505886608506025,6484.0,237.78500632845865,13.496218125172785,28.929611043331352,41.01531021587653
G0704,7,4,250000.0,0.25,2064,6947.766142910228,3245.935371035461,3701.8307718747674,46.71912243833567,8256.0,297.0739022507524,14.80732308749907,28.935554220264216,41.0152105335115
G0705,7,5,250000.0,0.25,1399,8130.429498084217,3635.9909879424285,4494.438510141788,44.72077383856759,5596.0,172.06963055637442,17.977754040567152,28.941497367345615,41.01511054491355
G0706,7,6,250000.0,0.25,1114,7601.321449864471,3746.9535295219453,3854.367920342526,49.293449227683325,4456.0,146.5534653872403,15.417471681370104,28.947440484484172,41.0150102500871
G0707,7,7,250000.0,0.25,2285,8669.887242687148,4788.036359486937,3881.850883200211,55.226051106091795,9140.0,263.5559074804976,15.527403532800843,28.953383571588486,41.01490964903663
G0708,7,8,250000.0,0.25,830,5886.16139610881,2064.5815707972242,3821.5798253115854,35.07517772383996,3320.0,141.00870569887732,15.286319301246342,28.959326628567162,41.014808741766565
G0709,7,9,250000.0,0.25,5023,5544.739781445712,3678.4718623186363,1866.2679191270754,66.34165005592972,20092.0,905.9036488616467,7.465071676508302,28.96526965532884,41.01470752828142
G0710,7,10,250000.0,0.25,3230,7187.708330322174,3376.733943372979,3810.9743869491954,46.97928446995878,12920.0,449.3782790787257,15.24389754779678,28.971212651782114,41.01460600858567
G0711,7,11,249019.56128766396,0.24901956128766398,4480,6351.489523847181,4579.421577820931,1772.06794602625,72.0999627036638,17990.55454452739,705.3463574456791,7.116179696337918,28.97715006486796,41.01449550468926
G0712,7,12,249860.94663266532,0.2498609466326653,3200,1325.6951281771653,1273.659187546227,52.035940630938285,96.07481844619224,12807.123494591176,2413.8279850209674,0.2082595993180129,28.983099822330185,41.01440078289811
G0713,7,13,63802.97440607018,0.06380297440607018,267,938.2178522796231,938.2178522796231,0.0,100.00000000000001,4184.757881359804,284.58209290226154,0.0,28.986874684954884,41.013982715507304
G0802,8,2,88317.49665958229,0.08831749665958229,767,1661.561028216865,784.3435495130468,877.2174787038182,47.20522064451521,8684.575865599809,461.61410082127423,9.932544647240539,28.92548824986541,41.01929722016998
G0803,8,3,250000.0,0.25,1249,7648.312609923486,2557.1924853176843,5091.120124605802,33.43472757637801,4996.0,163.3039944496326,20.364480498423205,28.929742462213618,41.01981176186521
G0804,8,4,250000.0,0.25,564,5552.778758601443,1382.7681962048848,4170.010562396558,24.902274272370924,2256.0,101.57076745158356,16.680042249586233,28.935686043299732,41.01971206378708
G0805,8,5,250000.0,0.25,1308,6950.591712864268,3291.596442197536,3658.995270666732,47.35706797603139,5232.0,188.18541701696165,14.635981082666927,28.94162959452668,41.019612059427814
G0806,8,6,250000.0,0.25,1783,7157.662721813338,3293.475970051646,3864.186751761692,46.01328810890477,7132.0,249.10366264761507,15.456747007046769,28.947573115803056,41.01951174879183
G0807,8,7,250000.0,0.25,453,8913.840782123903,1515.5685876382097,7398.272194485694,17.002419323862934,1812.0,50.81984422567435,29.593088777942775,28.95351660703744,41.01941113188359
G0808,8,8,250000.0,0.25,1144,7242.172471040929,2448.6697692723883,4793.502701768541,33.81126007511993,4576.0,157.96365035139394,19.17401080707416,28.959460068138412,41.019310208707545
G0809,8,9,195036.90647538909,0.1950369064753891,4561,6548.801914399891,3635.2716049758087,2913.530309424082,55.51048348221313,23385.317591547904,696.4632706283275,14.938353781732733,28.965030361788163,41.01880515412539
G0810,8,10,99840.63696222266,0.09984063696222266,5838,4118.832007039485,3510.36355877543,608.4684482640546,85.22716034001574,58473.18464333277,1417.3921126237462,6.094396698353243,28.970841554570796,41.01784224471175
G0811,8,11,14575.210877833399,0.014575210877833398,722,403.2311740095566,394.0546300891136,9.17654392044301,97.7242474015103,49536.161504054005,1790.5361651995897,0.6295993929253598,28.97526746119593,41.017138743874575
G0812,8,12,32227.523979559224,0.032227523979559226,150,265.63802824389944,198.712879863832,66.92514838006744,74.8058857301037,4654.40659031515,564.6781862959596,2.0766456778533677,28.9843578657003,41.017074565579605
G0813,8,13,5397.018244140481,0.005397018244140481,45,0.0,0.0,0.0,,8337.937350657709,,0.0,28.986492013003673,41.01698548450298
G0902,9,2,350.1129656745612,0.00035011296567456123,0,0.0,0.0,0.0,,0.0,,0.0,28.926745359065297,41.02220287690273
G0903,9,3,153746.19432692672,0.1537461943269267,465,3938.7145821047875,1516.6488450868028,2422.0657370179847,38.5061880842437,3024.465106506777,118.05882104600514,15.753663026401107,28.930680489694037,41.023756469245996
G0904,9,4,250000.0,0.25,574,6657.368246270865,2993.1811498751554,3664.1870963957094,44.96042638998963,2296.0,86.22025682919478,14.656748385582837,28.935817896194415,41.02421359018604
G0905,9,5,250000.0,0.25,1824,9388.12514174614,3699.408576703125,5688.716565043016,39.40519028930472,7296.0,194.2879938710261,22.754866260172065,28.941761851658327,41.02411357006332
G0906,9,6,250000.0,0.25,921,7015.056408653029,1446.5579884098956,5568.498420243133,20.62076060608116,3684.0,131.28903694401546,22.273993680972534,28.947705777163932,41.02401324361567
G0907,9,7,250000.0,0.25,726,8086.569673382235,1562.4679110704624,6524.101762311773,19.32176403813701,2904.0,89.7784881999722,26.096407049247095,28.953649672619793,41.023912610847525
G0908,9,8,196198.56192994083,0.19619856192994084,4252,7991.742646249894,4967.706776398549,3024.0358698513455,62.160494854393654,21671.922353428447,532.049164770745,15.413139831938102,28.9590934521918,41.02350283992298
G0909,9,9,12538.987544270924,0.012538987544270923,38,34.92365677125491,34.92365677125491,0.0,100.0,3030.5477109563158,1088.087660719343,0.0,28.962982204637832,41.02218907405516
G1003,10,3,6139.460023032336,0.006139460023032336,0,109.61151325809274,2.58366015315222,107.02785310494052,2.3571065450658444,0.0,0.0,17.43277954468681,28.932534815356433,41.026897615416644
G1004,10,4,196479.33877649673,0.19647933877649673,2322,7022.252974335147,3461.3364910890473,3560.9164832460997,49.290968350748706,11818.03651447224,330.6631089034275,18.123618012053612,28.93646361970341,41.028424458810505
G1005,10,5,250000.0,0.25,1327,8779.436122947141,2653.751803300246,6125.684319646895,30.226904850575036,5308.0,151.14865936908754,24.50273727858758,28.941894138748278,41.02861507681988
G1006,10,6,250000.0,0.25,1014,8693.401808520612,1679.6844835706981,7013.717324949914,19.321371777897106,4056.0,116.64018554924658,28.054869299799655,28.947838468574556,41.02851473455845
G1007,10,7,183451.43306057065,0.18345143306057066,2627,6206.072515369238,3065.525284600675,3140.547230768563,49.39557630061446,14319.86633286553,423.2950861425284,17.119229751296846,28.953361044021328,41.02793408993473
G1008,10,8,37516.09466799554,0.03751609466799554,993,1243.7746846556252,795.9836710715899,447.7910135840352,63.99741696720423,26468.639894096294,798.3761144607479,11.935970882546032,28.95774284261922,41.02697142568146
G1104,11,4,31051.042402386316,0.031051042402386316,878,1328.3322889277702,1002.1329094944256,326.1993794333446,75.44293832557118,28276.0233496227,660.9791897091665,10.505263404885747,28.937864251004466,41.03158262696725
G1105,11,5,232526.94621297406,0.23252694621297407,869,7833.809347257931,1766.260493286117,6067.548853971814,22.546636189255246,3737.201275606454,110.9294292825975,26.09396008845563,28.94220906364087,41.03305580586619
G1106,11,6,204832.49274429656,0.20483249274429655,2596,6697.453011264771,2971.3605482824278,3726.092462982343,44.36553034839889,12673.770480549329,387.6100355812369,18.19092475544798,28.947469969346237,41.03286720254066
G1107,11,7,6181.383671557351,0.006181383671557351,16,38.053297020583216,38.053297020583216,0.0,100.0,2588.417229886804,420.4629099903097,0.0,28.951652354454854,41.03090141378025
G1205,12,5,210862.4381141287,0.2108624381141287,3307,7175.331584372514,3456.6467918554677,3718.6847925170464,48.174035599746475,15683.210483462663,460.884624092142,17.635596106046723,28.942508529825222,41.03738284516481
G1206,12,6,71479.12403766585,0.07147912403766585,1092,1069.2917694166292,803.0082607928349,266.2835086237943,75.09720768083066,15277.187776176044,1021.2367019300631,3.7253325667991746,28.94634958464109,41.036700059930475
G1305,13,5,7987.79472268067,0.00798779472268067,29,17.69776545562154,17.69776545562154,0.0,100.0,3630.538966863651,1638.6249480319793,0.0,28.94449553735277,41.04017876964338
G1306,13,6,55.67622235189776,5.5676222351897765e-05,0,0.0,0.0,0.0,,0.0,,0.0,28.945228366702946,41.03986326434185
